step,actual_price,forecast_price,residual_error,abs_error,timestamp
408,33.85,29.3673,-4.4827,4.4827,2025-01-25 00:00:00
409,32.78,30.0388,-2.7412,2.7412,2025-01-25 01:00:00
410,24.57,21.3645,-3.2055,3.2055,2025-01-25 02:00:00
411,28.54,23.206,-5.334,5.334,2025-01-25 03:00:00
412,24.11,22.9143,-1.1957,1.1957,2025-01-25 04:00:00
413,20.16,22.5336,2.3736,2.3736,2025-01-25 05:00:00
414,21.19,20.9778,-0.2122,0.2122,2025-01-25 06:00:00
415,24.28,25.2745,0.9945,0.9945,2025-01-25 07:00:00
416,18.72,21.943,3.223,3.223,2025-01-25 08:00:00
417,19.23,23.0492,3.8192,3.8192,2025-01-25 09:00:00
418,18.46,18.7872,0.3272,0.3272,2025-01-25 10:00:00
419,19.07,22.954,3.884,3.884,2025-01-25 11:00:00
420,25.34,26.0703,0.7303,0.7303,2025-01-25 12:00:00
421,23.54,21.9465,-1.5935,1.5935,2025-01-25 13:00:00
422,28.44,27.454,-0.986,0.986,2025-01-25 14:00:00
423,29.66,26.4587,-3.2013,3.2013,2025-01-25 15:00:00
424,34.46,32.7397,-1.7203,1.7203,2025-01-25 16:00:00
425,36.17,35.775,-0.395,0.395,2025-01-25 17:00:00
426,39.52,42.029,2.509,2.509,2025-01-25 18:00:00
427,36.65,41.4519,4.8019,4.8019,2025-01-25 19:00:00
428,37.59,34.6345,-2.9555,2.9555,2025-01-25 20:00:00
429,35.48,36.9621,1.4821,1.4821,2025-01-25 21:00:00
430,35.81,33.7086,-2.1014,2.1014,2025-01-25 22:00:00
431,36.28,37.9667,1.6867,1.6867,2025-01-25 23:00:00
432,35.07,35.2423,0.1723,0.1723,2025-01-26 00:00:00
433,28.46,24.3827,-4.0773,4.0773,2025-01-26 01:00:00
434,30.35,33.1707,2.8207,2.8207,2025-01-26 02:00:00
435,28.97,27.9575,-1.0125,1.0125,2025-01-26 03:00:00
436,24.21,23.3752,-0.8348,0.8348,2025-01-26 04:00:00
437,25.79,23.6156,-2.1744,2.1744,2025-01-26 05:00:00
438,17.58,16.4443,-1.1357,1.1357,2025-01-26 06:00:00
439,15.4,16.9697,1.5697,1.5697,2025-01-26 07:00:00
440,13.73,13.7569,0.0269,0.0269,2025-01-26 08:00:00
441,22.25,23.5717,1.3217,1.3217,2025-01-26 09:00:00
442,21.15,22.5548,1.4048,1.4048,2025-01-26 10:00:00
443,20.96,24.7617,3.8017,3.8017,2025-01-26 11:00:00
444,23.87,23.513,-0.357,0.357,2025-01-26 12:00:00
445,22.77,19.5779,-3.1921,3.1921,2025-01-26 13:00:00
446,34.29,37.4581,3.1681,3.1681,2025-01-26 14:00:00
447,31.08,30.7513,-0.3287,0.3287,2025-01-26 15:00:00
448,33.45,36.7365,3.2865,3.2865,2025-01-26 16:00:00
449,37.06,38.5184,1.4584,1.4584,2025-01-26 17:00:00
450,38.04,38.2122,0.1722,0.1722,2025-01-26 18:00:00
451,38.39,39.7619,1.3719,1.3719,2025-01-26 19:00:00
452,36.2,41.5775,5.3775,5.3775,2025-01-26 20:00:00
453,39.01,44.7025,5.6925,5.6925,2025-01-26 21:00:00
454,41.54,42.2135,0.6735,0.6735,2025-01-26 22:00:00
455,38.61,39.5105,0.9005,0.9005,2025-01-26 23:00:00
456,41.07,44.2606,3.1906,3.1906,2025-01-27 00:00:00
457,33.39,31.7758,-1.6142,1.6142,2025-01-27 01:00:00
458,29.61,30.9427,1.3327,1.3327,2025-01-27 02:00:00
459,29.18,29.6153,0.4353,0.4353,2025-01-27 03:00:00
460,27.22,28.5048,1.2848,1.2848,2025-01-27 04:00:00
461,27.75,26.1666,-1.5834,1.5834,2025-01-27 05:00:00
462,77.77,74.2961,-3.4739,3.4739,2025-01-27 06:00:00
463,26.25,21.5675,-4.6825,4.6825,2025-01-27 07:00:00
464,21.69,19.3965,-2.2935,2.2935,2025-01-27 08:00:00
465,21.36,20.7133,-0.6467,0.6467,2025-01-27 09:00:00
466,20.89,20.657,-0.233,0.233,2025-01-27 10:00:00
467,20.87,26.2131,5.3431,5.3431,2025-01-27 11:00:00
468,29.14,32.405,3.265,3.265,2025-01-27 12:00:00
469,29.68,27.7748,-1.9052,1.9052,2025-01-27 13:00:00
470,28.86,30.2293,1.3693,1.3693,2025-01-27 14:00:00
471,31.43,30.9123,-0.5177,0.5177,2025-01-27 15:00:00
472,36.24,36.0291,-0.2109,0.2109,2025-01-27 16:00:00
473,43.33,44.2933,0.9633,0.9633,2025-01-27 17:00:00
474,40.09,42.1379,2.0479,2.0479,2025-01-27 18:00:00
475,37.98,37.6319,-0.3481,0.3481,2025-01-27 19:00:00
476,41.47,44.6296,3.1596,3.1596,2025-01-27 20:00:00
477,41.06,38.7052,-2.3548,2.3548,2025-01-27 21:00:00
478,8.76,9.2758,0.5158,0.5158,2025-01-27 22:00:00
479,39.02,46.0142,6.9942,6.9942,2025-01-27 23:00:00
480,36.42,37.4777,1.0577,1.0577,2025-01-28 00:00:00
481,83.44,87.523,4.083,4.083,2025-01-28 01:00:00
482,36.61,37.3388,0.7288,0.7288,2025-01-28 02:00:00
483,32.22,34.1719,1.9519,1.9519,2025-01-28 03:00:00
484,107.43,107.788,0.358,0.358,2025-01-28 04:00:00
485,22.16,22.234,0.074,0.074,2025-01-28 05:00:00
486,29.77,28.3213,-1.4487,1.4487,2025-01-28 06:00:00
487,22.48,24.0558,1.5758,1.5758,2025-01-28 07:00:00
488,22.03,20.4012,-1.6288,1.6288,2025-01-28 08:00:00
489,22.27,24.434,2.164,2.164,2025-01-28 09:00:00
490,23.83,27.0432,3.2132,3.2132,2025-01-28 10:00:00
491,24.56,25.9763,1.4163,1.4163,2025-01-28 11:00:00
492,25.56,25.3444,-0.2156,0.2156,2025-01-28 12:00:00
493,28.04,29.6749,1.6349,1.6349,2025-01-28 13:00:00
494,31.91,31.6383,-0.2717,0.2717,2025-01-28 14:00:00
495,33.22,36.0589,2.8389,2.8389,2025-01-28 15:00:00
496,35.21,31.1315,-4.0785,4.0785,2025-01-28 16:00:00
497,39.33,38.991,-0.339,0.339,2025-01-28 17:00:00
498,40.02,35.543,-4.477,4.477,2025-01-28 18:00:00
499,45.41,42.1723,-3.2377,3.2377,2025-01-28 19:00:00
500,35.37,39.2797,3.9097,3.9097,2025-01-28 20:00:00
501,44.38,47.118,2.738,2.738,2025-01-28 21:00:00
502,43.77,42.4713,-1.2987,1.2987,2025-01-28 22:00:00
503,33.88,30.6237,-3.2563,3.2563,2025-01-28 23:00:00
504,36.05,29.1387,-6.9113,6.9113,2025-01-29 00:00:00
505,33.56,32.7013,-0.8587,0.8587,2025-01-29 01:00:00
506,28.38,34.931,6.551,6.551,2025-01-29 02:00:00
507,27.37,28.9572,1.5872,1.5872,2025-01-29 03:00:00
508,24.13,23.2311,-0.8989,0.8989,2025-01-29 04:00:00
509,29.21,30.8727,1.6627,1.6627,2025-01-29 05:00:00
510,25.58,22.1776,-3.4024,3.4024,2025-01-29 06:00:00
511,25.42,25.1767,-0.2433,0.2433,2025-01-29 07:00:00
512,23.71,24.4587,0.7487,0.7487,2025-01-29 08:00:00
513,81.43,81.7147,0.2847,0.2847,2025-01-29 09:00:00
514,21.93,24.407,2.477,2.477,2025-01-29 10:00:00
515,26.06,27.4216,1.3616,1.3616,2025-01-29 11:00:00
516,23.85,26.0208,2.1708,2.1708,2025-01-29 12:00:00
517,31.1,29.8791,-1.2209,1.2209,2025-01-29 13:00:00
518,31.3,34.0445,2.7445,2.7445,2025-01-29 14:00:00
519,33.55,38.1223,4.5723,4.5723,2025-01-29 15:00:00
520,38.68,36.7546,-1.9254,1.9254,2025-01-29 16:00:00
521,40.09,38.3708,-1.7192,1.7192,2025-01-29 17:00:00
522,39.66,43.4995,3.8395,3.8395,2025-01-29 18:00:00
523,44.46,44.4816,0.0216,0.0216,2025-01-29 19:00:00
524,39.2,43.2096,4.0096,4.0096,2025-01-29 20:00:00
525,43.1,42.4937,-0.6063,0.6063,2025-01-29 21:00:00
526,42.05,46.1876,4.1376,4.1376,2025-01-29 22:00:00
527,38.2,39.0287,0.8287,0.8287,2025-01-29 23:00:00
528,109.12,110.2656,1.1456,1.1456,2025-01-30 00:00:00
529,31.28,35.6918,4.4118,4.4118,2025-01-30 01:00:00
530,34.13,33.7256,-0.4044,0.4044,2025-01-30 02:00:00
531,28.77,26.9172,-1.8528,1.8528,2025-01-30 03:00:00
532,25.51,24.8886,-0.6214,0.6214,2025-01-30 04:00:00
533,27.37,29.0008,1.6308,1.6308,2025-01-30 05:00:00
534,21.39,17.9756,-3.4144,3.4144,2025-01-30 06:00:00
535,18.64,20.7337,2.0937,2.0937,2025-01-30 07:00:00
536,17.92,17.0731,-0.8469,0.8469,2025-01-30 08:00:00
537,23.67,27.0395,3.3695,3.3695,2025-01-30 09:00:00
538,19.95,14.4643,-5.4857,5.4857,2025-01-30 10:00:00
539,29.13,27.6636,-1.4664,1.4664,2025-01-30 11:00:00
540,21.61,17.8938,-3.7162,3.7162,2025-01-30 12:00:00
541,33.47,31.9044,-1.5656,1.5656,2025-01-30 13:00:00
542,32.34,33.4592,1.1192,1.1192,2025-01-30 14:00:00
543,34.16,34.2119,0.0519,0.0519,2025-01-30 15:00:00
544,35.45,35.3166,-0.1334,0.1334,2025-01-30 16:00:00
545,39.88,39.982,0.102,0.102,2025-01-30 17:00:00
546,40.38,41.3885,1.0085,1.0085,2025-01-30 18:00:00
547,44.23,42.2087,-2.0213,2.0213,2025-01-30 19:00:00
548,42.1,44.3671,2.2671,2.2671,2025-01-30 20:00:00
549,41.85,44.0067,2.1567,2.1567,2025-01-30 21:00:00
550,39.57,41.0326,1.4626,1.4626,2025-01-30 22:00:00
551,38.74,40.6313,1.8913,1.8913,2025-01-30 23:00:00
552,37.5,38.741,1.241,1.241,2025-01-31 00:00:00
553,30.04,35.6277,5.5877,5.5877,2025-01-31 01:00:00
554,28.36,28.6423,0.2823,0.2823,2025-01-31 02:00:00
555,31.0,30.7323,-0.2677,0.2677,2025-01-31 03:00:00
556,27.16,25.7762,-1.3838,1.3838,2025-01-31 04:00:00
557,24.2,22.1193,-2.0807,2.0807,2025-01-31 05:00:00
558,23.11,20.4988,-2.6112,2.6112,2025-01-31 06:00:00
559,22.94,21.218,-1.722,1.722,2025-01-31 07:00:00
560,20.38,20.7033,0.3233,0.3233,2025-01-31 08:00:00
561,20.12,21.4557,1.3357,1.3357,2025-01-31 09:00:00
562,23.56,24.1879,0.6279,0.6279,2025-01-31 10:00:00
563,22.21,20.7962,-1.4138,1.4138,2025-01-31 11:00:00
564,27.75,30.5005,2.7505,2.7505,2025-01-31 12:00:00
565,24.88,27.2285,2.3485,2.3485,2025-01-31 13:00:00
566,34.3,34.4009,0.1009,0.1009,2025-01-31 14:00:00
567,35.5,34.3677,-1.1323,1.1323,2025-01-31 15:00:00
568,37.37,39.2411,1.8711,1.8711,2025-01-31 16:00:00
569,41.26,42.2299,0.9699,0.9699,2025-01-31 17:00:00
570,44.55,41.4297,-3.1203,3.1203,2025-01-31 18:00:00
571,43.92,44.25,0.33,0.33,2025-01-31 19:00:00
572,37.13,38.2851,1.1551,1.1551,2025-01-31 20:00:00
573,38.19,36.4408,-1.7492,1.7492,2025-01-31 21:00:00
574,38.83,39.8046,0.9746,0.9746,2025-01-31 22:00:00
575,38.86,35.7229,-3.1371,3.1371,2025-01-31 23:00:00
576,33.94,37.7805,3.8405,3.8405,2025-02-01 00:00:00
577,5.71,9.3299,3.6199,3.6199,2025-02-01 01:00:00
578,28.11,27.9787,-0.1313,0.1313,2025-02-01 02:00:00
579,23.17,24.5786,1.4086,1.4086,2025-02-01 03:00:00
580,21.11,15.5852,-5.5248,5.5248,2025-02-01 04:00:00
581,17.05,14.6591,-2.3909,2.3909,2025-02-01 05:00:00
582,16.67,16.4356,-0.2344,0.2344,2025-02-01 06:00:00
583,14.6,12.4197,-2.1803,2.1803,2025-02-01 07:00:00
584,15.2,17.486,2.286,2.286,2025-02-01 08:00:00
585,20.62,26.1132,5.4932,5.4932,2025-02-01 09:00:00
586,16.61,14.1685,-2.4415,2.4415,2025-02-01 10:00:00
587,27.15,25.5563,-1.5937,1.5937,2025-02-01 11:00:00
588,23.88,24.9686,1.0886,1.0886,2025-02-01 12:00:00
589,25.52,30.0478,4.5278,4.5278,2025-02-01 13:00:00
590,25.5,22.9441,-2.5559,2.5559,2025-02-01 14:00:00
591,31.98,33.1026,1.1226,1.1226,2025-02-01 15:00:00
592,31.2,36.2532,5.0532,5.0532,2025-02-01 16:00:00
593,35.02,31.3906,-3.6294,3.6294,2025-02-01 17:00:00
594,42.7,39.9973,-2.7027,2.7027,2025-02-01 18:00:00
595,37.06,36.501,-0.559,0.559,2025-02-01 19:00:00
596,40.52,39.7185,-0.8015,0.8015,2025-02-01 20:00:00
597,35.54,38.0715,2.5315,2.5315,2025-02-01 21:00:00
598,36.22,37.3241,1.1041,1.1041,2025-02-01 22:00:00
599,39.14,35.2026,-3.9374,3.9374,2025-02-01 23:00:00
600,30.99,32.7785,1.7885,1.7885,2025-02-02 00:00:00
601,34.68,33.7362,-0.9438,0.9438,2025-02-02 01:00:00
602,29.33,33.0161,3.6861,3.6861,2025-02-02 02:00:00
603,23.56,22.491,-1.069,1.069,2025-02-02 03:00:00
604,24.14,23.0485,-1.0915,1.0915,2025-02-02 04:00:00
605,22.92,24.7728,1.8528,1.8528,2025-02-02 05:00:00
606,20.45,22.8573,2.4073,2.4073,2025-02-02 06:00:00
607,13.97,15.5902,1.6202,1.6202,2025-02-02 07:00:00
608,15.74,12.026,-3.714,3.714,2025-02-02 08:00:00
609,17.28,19.1251,1.8451,1.8451,2025-02-02 09:00:00
610,18.71,16.6242,-2.0858,2.0858,2025-02-02 10:00:00
611,22.04,23.1282,1.0882,1.0882,2025-02-02 11:00:00
612,23.0,19.9407,-3.0593,3.0593,2025-02-02 12:00:00
613,21.63,23.2458,1.6158,1.6158,2025-02-02 13:00:00
614,28.51,26.9935,-1.5165,1.5165,2025-02-02 14:00:00
615,31.67,28.9634,-2.7066,2.7066,2025-02-02 15:00:00
616,33.96,36.2446,2.2846,2.2846,2025-02-02 16:00:00
617,37.33,38.4341,1.1041,1.1041,2025-02-02 17:00:00
618,38.3,37.2651,-1.0349,1.0349,2025-02-02 18:00:00
619,38.36,42.4879,4.1279,4.1279,2025-02-02 19:00:00
620,37.38,36.7784,-0.6016,0.6016,2025-02-02 20:00:00
621,33.06,33.6403,0.5803,0.5803,2025-02-02 21:00:00
622,37.29,38.4623,1.1723,1.1723,2025-02-02 22:00:00
623,35.15,34.1008,-1.0492,1.0492,2025-02-02 23:00:00
624,37.15,38.8278,1.6778,1.6778,2025-02-03 00:00:00
625,30.87,30.0364,-0.8336,0.8336,2025-02-03 01:00:00
626,28.77,28.2409,-0.5291,0.5291,2025-02-03 02:00:00
627,31.52,35.4266,3.9066,3.9066,2025-02-03 03:00:00
628,10.95,8.8485,-2.1015,2.1015,2025-02-03 04:00:00
629,26.11,20.578,-5.532,5.532,2025-02-03 05:00:00
630,22.88,27.4073,4.5273,4.5273,2025-02-03 06:00:00
631,21.89,28.7633,6.8733,6.8733,2025-02-03 07:00:00
632,23.82,23.3068,-0.5132,0.5132,2025-02-03 08:00:00
633,20.52,16.1779,-4.3421,4.3421,2025-02-03 09:00:00
634,23.05,22.7738,-0.2762,0.2762,2025-02-03 10:00:00
635,23.25,23.0344,-0.2156,0.2156,2025-02-03 11:00:00
636,25.39,25.4152,0.0252,0.0252,2025-02-03 12:00:00
637,28.11,25.8265,-2.2835,2.2835,2025-02-03 13:00:00
638,32.03,33.9789,1.9489,1.9489,2025-02-03 14:00:00
639,32.86,34.6713,1.8113,1.8113,2025-02-03 15:00:00
640,39.61,36.374,-3.236,3.236,2025-02-03 16:00:00
641,36.31,38.558,2.248,2.248,2025-02-03 17:00:00
642,39.67,45.3017,5.6317,5.6317,2025-02-03 18:00:00
643,40.03,40.9599,0.9299,0.9299,2025-02-03 19:00:00
644,45.09,44.7467,-0.3433,0.3433,2025-02-03 20:00:00
645,41.62,41.765,0.145,0.145,2025-02-03 21:00:00
646,42.71,44.7481,2.0381,2.0381,2025-02-03 22:00:00
647,34.83,31.0033,-3.8267,3.8267,2025-02-03 23:00:00
648,83.06,83.971,0.911,0.911,2025-02-04 00:00:00
649,36.2,35.7238,-0.4762,0.4762,2025-02-04 01:00:00
650,31.6,36.7196,5.1196,5.1196,2025-02-04 02:00:00
651,31.47,31.5346,0.0646,0.0646,2025-02-04 03:00:00
652,25.1,29.7697,4.6697,4.6697,2025-02-04 04:00:00
653,27.84,25.5806,-2.2594,2.2594,2025-02-04 05:00:00
654,28.48,30.4481,1.9681,1.9681,2025-02-04 06:00:00
655,20.82,22.1185,1.2985,1.2985,2025-02-04 07:00:00
656,20.28,18.6074,-1.6726,1.6726,2025-02-04 08:00:00
657,25.36,26.3035,0.9435,0.9435,2025-02-04 09:00:00
658,26.68,30.2113,3.5313,3.5313,2025-02-04 10:00:00
659,23.01,22.7005,-0.3095,0.3095,2025-02-04 11:00:00
660,25.34,21.6101,-3.7299,3.7299,2025-02-04 12:00:00
661,28.1,28.5561,0.4561,0.4561,2025-02-04 13:00:00
662,70.25,68.4939,-1.7561,1.7561,2025-02-04 14:00:00
663,31.68,31.3241,-0.3559,0.3559,2025-02-04 15:00:00
664,33.88,34.176,0.296,0.296,2025-02-04 16:00:00
665,36.54,32.7759,-3.7641,3.7641,2025-02-04 17:00:00
666,39.96,36.4209,-3.5391,3.5391,2025-02-04 18:00:00
667,41.64,43.3452,1.7052,1.7052,2025-02-04 19:00:00
668,45.27,44.4632,-0.8068,0.8068,2025-02-04 20:00:00
669,38.55,32.6381,-5.9119,5.9119,2025-02-04 21:00:00
670,42.51,44.9721,2.4621,2.4621,2025-02-04 22:00:00
671,37.93,39.1109,1.1809,1.1809,2025-02-04 23:00:00
672,36.18,34.8953,-1.2847,1.2847,2025-02-05 00:00:00
673,35.58,32.7879,-2.7921,2.7921,2025-02-05 01:00:00
674,28.5,31.0895,2.5895,2.5895,2025-02-05 02:00:00
675,29.68,31.0534,1.3734,1.3734,2025-02-05 03:00:00
676,26.72,33.1765,6.4565,6.4565,2025-02-05 04:00:00
677,25.47,27.0205,1.5505,1.5505,2025-02-05 05:00:00
678,23.37,24.8393,1.4693,1.4693,2025-02-05 06:00:00
679,27.79,27.8727,0.0827,0.0827,2025-02-05 07:00:00
680,19.71,22.2519,2.5419,2.5419,2025-02-05 08:00:00
681,20.32,22.3827,2.0627,2.0627,2025-02-05 09:00:00
682,21.09,24.7193,3.6293,3.6293,2025-02-05 10:00:00
683,22.85,22.0467,-0.8033,0.8033,2025-02-05 11:00:00
684,24.71,24.1215,-0.5885,0.5885,2025-02-05 12:00:00
685,31.69,30.9922,-0.6978,0.6978,2025-02-05 13:00:00
686,34.86,37.337,2.477,2.477,2025-02-05 14:00:00
687,32.47,36.7159,4.2459,4.2459,2025-02-05 15:00:00
688,34.23,33.5829,-0.6471,0.6471,2025-02-05 16:00:00
689,39.56,38.9981,-0.5619,0.5619,2025-02-05 17:00:00
690,38.59,39.8752,1.2852,1.2852,2025-02-05 18:00:00
691,42.55,42.4356,-0.1144,0.1144,2025-02-05 19:00:00
692,41.82,44.7001,2.8801,2.8801,2025-02-05 20:00:00
693,37.18,32.0506,-5.1294,5.1294,2025-02-05 21:00:00
694,43.84,42.2732,-1.5668,1.5668,2025-02-05 22:00:00
695,42.87,41.414,-1.456,1.456,2025-02-05 23:00:00
696,34.7,29.3991,-5.3009,5.3009,2025-02-06 00:00:00
697,32.85,30.9409,-1.9091,1.9091,2025-02-06 01:00:00
698,31.94,30.1521,-1.7879,1.7879,2025-02-06 02:00:00
699,29.48,29.4772,-0.0028,0.0028,2025-02-06 03:00:00
700,27.87,31.1524,3.2824,3.2824,2025-02-06 04:00:00
701,29.18,29.0673,-0.1127,0.1127,2025-02-06 05:00:00
702,22.12,20.043,-2.077,2.077,2025-02-06 06:00:00
703,19.57,19.9276,0.3576,0.3576,2025-02-06 07:00:00
704,17.78,20.9029,3.1229,3.1229,2025-02-06 08:00:00
705,19.74,17.8001,-1.9399,1.9399,2025-02-06 09:00:00
706,22.48,20.7036,-1.7764,1.7764,2025-02-06 10:00:00
707,28.64,30.5364,1.8964,1.8964,2025-02-06 11:00:00
708,24.93,24.8762,-0.0538,0.0538,2025-02-06 12:00:00
709,29.2,31.3187,2.1187,2.1187,2025-02-06 13:00:00
710,31.19,31.6559,0.4659,0.4659,2025-02-06 14:00:00
711,36.79,39.0442,2.2542,2.2542,2025-02-06 15:00:00
712,42.54,40.4523,-2.0877,2.0877,2025-02-06 16:00:00
713,36.97,37.4398,0.4698,0.4698,2025-02-06 17:00:00
714,38.66,38.6333,-0.0267,0.0267,2025-02-06 18:00:00
715,43.5,40.9603,-2.5397,2.5397,2025-02-06 19:00:00
716,42.93,39.5213,-3.4087,3.4087,2025-02-06 20:00:00
717,45.5,47.7144,2.2144,2.2144,2025-02-06 21:00:00
718,41.35,40.9726,-0.3774,0.3774,2025-02-06 22:00:00
719,37.4,35.3443,-2.0557,2.0557,2025-02-06 23:00:00
720,37.62,37.8796,0.2596,0.2596,2025-02-07 00:00:00
721,106.74,110.06,3.32,3.32,2025-02-07 01:00:00
722,33.2,27.9982,-5.2018,5.2018,2025-02-07 02:00:00
723,29.83,26.5884,-3.2416,3.2416,2025-02-07 03:00:00
724,28.81,27.0028,-1.8072,1.8072,2025-02-07 04:00:00
725,27.0,31.1529,4.1529,4.1529,2025-02-07 05:00:00
726,25.94,27.1465,1.2065,1.2065,2025-02-07 06:00:00
727,23.11,25.5283,2.4183,2.4183,2025-02-07 07:00:00
728,20.73,18.3796,-2.3504,2.3504,2025-02-07 08:00:00
729,21.86,19.5612,-2.2988,2.2988,2025-02-07 09:00:00
730,25.5,27.1195,1.6195,1.6195,2025-02-07 10:00:00
731,22.03,22.6757,0.6457,0.6457,2025-02-07 11:00:00
732,27.07,28.9418,1.8718,1.8718,2025-02-07 12:00:00
733,27.58,27.6108,0.0308,0.0308,2025-02-07 13:00:00
734,31.22,32.4154,1.1954,1.1954,2025-02-07 14:00:00
735,36.93,37.8253,0.8953,0.8953,2025-02-07 15:00:00
736,36.63,39.0744,2.4444,2.4444,2025-02-07 16:00:00
737,38.33,40.8475,2.5175,2.5175,2025-02-07 17:00:00
738,36.41,32.8603,-3.5497,3.5497,2025-02-07 18:00:00
739,42.67,37.5518,-5.1182,5.1182,2025-02-07 19:00:00
740,42.76,45.7644,3.0044,3.0044,2025-02-07 20:00:00
741,46.22,49.6893,3.4693,3.4693,2025-02-07 21:00:00
742,39.04,36.9884,-2.0516,2.0516,2025-02-07 22:00:00
743,38.77,34.6204,-4.1496,4.1496,2025-02-07 23:00:00
744,134.34,135.0876,0.7476,0.7476,2025-02-08 00:00:00
745,33.6,36.4271,2.8271,2.8271,2025-02-08 01:00:00
746,26.83,31.824,4.994,4.994,2025-02-08 02:00:00
747,25.18,26.9707,1.7907,1.7907,2025-02-08 03:00:00
748,23.59,23.1607,-0.4293,0.4293,2025-02-08 04:00:00
749,20.46,18.7272,-1.7328,1.7328,2025-02-08 05:00:00
750,17.29,17.8186,0.5286,0.5286,2025-02-08 06:00:00
751,17.9,17.6518,-0.2482,0.2482,2025-02-08 07:00:00
752,19.75,17.7123,-2.0377,2.0377,2025-02-08 08:00:00
753,14.84,20.4619,5.6219,5.6219,2025-02-08 09:00:00
754,18.74,23.7029,4.9629,4.9629,2025-02-08 10:00:00
755,18.25,21.5901,3.3401,3.3401,2025-02-08 11:00:00
756,25.06,23.2579,-1.8021,1.8021,2025-02-08 12:00:00
757,20.67,23.3075,2.6375,2.6375,2025-02-08 13:00:00
758,25.67,27.7691,2.0991,2.0991,2025-02-08 14:00:00
759,30.6,32.2064,1.6064,1.6064,2025-02-08 15:00:00
760,35.98,39.6042,3.6242,3.6242,2025-02-08 16:00:00
761,33.98,36.0684,2.0884,2.0884,2025-02-08 17:00:00
762,34.34,36.69,2.35,2.35,2025-02-08 18:00:00
763,41.43,43.5223,2.0923,2.0923,2025-02-08 19:00:00
764,33.45,34.802,1.352,1.352,2025-02-08 20:00:00
765,31.23,27.271,-3.959,3.959,2025-02-08 21:00:00
766,36.83,37.5391,0.7091,0.7091,2025-02-08 22:00:00
767,32.88,31.9895,-0.8905,0.8905,2025-02-08 23:00:00
768,29.44,26.7404,-2.6996,2.6996,2025-02-09 00:00:00
769,31.35,36.0545,4.7045,4.7045,2025-02-09 01:00:00
770,27.6,32.4225,4.8225,4.8225,2025-02-09 02:00:00
771,22.99,26.8881,3.8981,3.8981,2025-02-09 03:00:00
772,18.79,19.928,1.138,1.138,2025-02-09 04:00:00
773,22.1,25.9766,3.8766,3.8766,2025-02-09 05:00:00
774,19.96,20.4901,0.5301,0.5301,2025-02-09 06:00:00
775,17.08,18.087,1.007,1.007,2025-02-09 07:00:00
776,21.61,19.3763,-2.2337,2.2337,2025-02-09 08:00:00
777,14.66,16.1525,1.4925,1.4925,2025-02-09 09:00:00
778,14.52,15.171,0.651,0.651,2025-02-09 10:00:00
779,18.19,15.4334,-2.7566,2.7566,2025-02-09 11:00:00
780,21.88,22.252,0.372,0.372,2025-02-09 12:00:00
781,25.01,25.3107,0.3007,0.3007,2025-02-09 13:00:00
782,26.39,31.3839,4.9939,4.9939,2025-02-09 14:00:00
783,30.46,33.1955,2.7355,2.7355,2025-02-09 15:00:00
784,28.86,29.3886,0.5286,0.5286,2025-02-09 16:00:00
785,37.67,38.792,1.122,1.122,2025-02-09 17:00:00
786,35.45,36.0605,0.6105,0.6105,2025-02-09 18:00:00
787,39.44,39.4327,-0.0073,0.0073,2025-02-09 19:00:00
788,37.85,35.6439,-2.2061,2.2061,2025-02-09 20:00:00
789,37.79,37.9124,0.1224,0.1224,2025-02-09 21:00:00
790,37.08,35.7148,-1.3652,1.3652,2025-02-09 22:00:00
791,35.18,32.5542,-2.6258,2.6258,2025-02-09 23:00:00
792,37.52,39.2981,1.7781,1.7781,2025-02-10 00:00:00
793,36.83,38.3082,1.4782,1.4782,2025-02-10 01:00:00
794,31.41,27.4432,-3.9668,3.9668,2025-02-10 02:00:00
795,30.1,30.2933,0.1933,0.1933,2025-02-10 03:00:00
796,25.69,28.6793,2.9893,2.9893,2025-02-10 04:00:00
797,27.44,30.5881,3.1481,3.1481,2025-02-10 05:00:00
798,20.56,23.6246,3.0646,3.0646,2025-02-10 06:00:00
799,25.76,26.3573,0.5973,0.5973,2025-02-10 07:00:00
800,20.81,19.1974,-1.6126,1.6126,2025-02-10 08:00:00
801,17.68,15.4708,-2.2092,2.2092,2025-02-10 09:00:00
802,22.58,23.9415,1.3615,1.3615,2025-02-10 10:00:00
803,22.14,23.5882,1.4482,1.4482,2025-02-10 11:00:00
804,28.02,31.7383,3.7183,3.7183,2025-02-10 12:00:00
805,26.7,29.9499,3.2499,3.2499,2025-02-10 13:00:00
806,29.8,29.9694,0.1694,0.1694,2025-02-10 14:00:00
807,28.78,26.1695,-2.6105,2.6105,2025-02-10 15:00:00
808,34.78,34.4822,-0.2978,0.2978,2025-02-10 16:00:00
809,31.93,32.9731,1.0431,1.0431,2025-02-10 17:00:00
810,35.62,35.6148,-0.0052,0.0052,2025-02-10 18:00:00
811,42.48,41.5353,-0.9447,0.9447,2025-02-10 19:00:00
812,42.88,44.0122,1.1322,1.1322,2025-02-10 20:00:00
813,41.64,40.8801,-0.7599,0.7599,2025-02-10 21:00:00
814,37.16,36.0898,-1.0702,1.0702,2025-02-10 22:00:00
815,37.87,39.1486,1.2786,1.2786,2025-02-10 23:00:00
816,35.83,35.325,-0.505,0.505,2025-02-11 00:00:00
